;;;;;;;;;;;;;;;;;;;;;top1;bottom1;strato1;top2;bottom2;strato2;top3;bottom3;strato3;top4;bottom4;strato4;top5;bottom5;strato5;top6;bottom6;strato6;top7;bottom7;strato7;;;;;;
16.05575;38.409489;176544;Calabria;REGGIO DI CALABRIA;POLISTENA;70;1993;5;4;2;0;30;60;10;ND;ND;ND;ND;20;31;0;1;HUMUS E TERRENO VEGETALE;1;10;PIETRISCO E CIOTTOLAME;10;45;ROCCIA GRANITICA;45;60;ARGILLA COMPATTA;60;70;ARGILLA LIMOSA E FALDA ACQUIFERA;;;;;;;;;;;;
16.056581;38.48755;176361;Calabria;REGGIO DI CALABRIA;LAUREANA DI BORRELLO;250;2001;15;15;1;210;40;ND;ND;ND;ND;ND;ND;15;30;0;15;LIMO ARGILLOSO;15;210;ARGILLA;210;250;ROCCIA IN DISFACIMENTO;;;;;;;;;;;;;;;;;;
16.18185;38.55505;153929;Calabria;VIBO VALENTIA;ACQUARO;90;2003;1.5;1;1;75;5;ND;ND;ND;ND;ND;ND;40;70;0;4;TERRENO AGRARIO;4;45;ARENARIA COMPATTA;45;75;GRANITO COMPATTO;75;90;CONGLOMERATI E FALDE DI GRANITO;;;;;;;;;;;;;;;
16.045469;38.464489;176182;Calabria;REGGIO DI CALABRIA;ANOIA;70;1991;0.43;0.183;1;20;15;ND;ND;ND;ND;ND;ND;3;3.5;0;5;TERRENO VEGETALE;5;35;GHIAIA CON ACQUA;35;70;ARGILLA GRIGIA;;;;;;;;;;;;;;;;;;
16.024631;38.447831;177042;Calabria;REGGIO DI CALABRIA;ROSARNO;70;1988;16;720;1;41;29;ND;ND;ND;ND;ND;ND;26;32;0;10;SABBIA;10;40;TUFO;40;70;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
16.042411;38.422819;176654;Calabria;REGGIO DI CALABRIA;POLISTENA;75;1990;9.14;5;1;38;22;ND;ND;ND;ND;ND;ND;29;43.5;0;2;TERRENO VEGETALE;2;25;PIETRA DI FIUME;25;38;ARGILLA BIANCA;38;60;SABBIA CON ARENARIA ED ACQUA;60;75;ARGILLA BLU;;;;;;;;;;;;
15.974911;38.4331;176847;Calabria;REGGIO DI CALABRIA;RIZZICONI;55;1989;10;600;1;30;25;ND;ND;ND;ND;ND;ND;30;30;0;3;TERRENO VEGETALE;3;30;SABBIONE;30;55;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
15.989911;38.444211;176860;Calabria;REGGIO DI CALABRIA;RIZZICONI;65;1989;600;600;2;12;3;40;25;ND;ND;ND;ND;29;38;0;3;SABBIA;3;8;SABBIA E GHIAIA;8;15;SILT ARGILLOSO;15;65;SABBIA GHIAIOSA CON CIOTTOLI;;;;;;;;;;;;;;;
15.990461;38.557539;175673;Calabria;VIBO VALENTIA;LIMBADI;132;1991;5;5;3;70;0.5;90;1.2;110;5;ND;ND;90;100;0;1;TERRENO VEGETALE;1;20;CALCARE EVAPORITICO;20;80;SABBIA;80;130;GRANITO;130;132;DESCRIZIONE STRATIGRAFICA NON PRESENTE;;;;;;;;;;;;
16.029631;38.406711;176335;Calabria;REGGIO DI CALABRIA;CITTANOVA;100;1997;6;5;1;0;100;ND;ND;ND;ND;ND;ND;20;35;0;2;TERRENI UMIFERI;2;7;TERRENO INERTE;7;25;GHIAIA E PIETRISCO;25;54;SABBIA FINE;54;100;ARGILLA COMPATTA;100;100;FALDA ACQUIFERA;;;;;;;;;
15.950461;38.5781;175831;Calabria;VIBO VALENTIA;NICOTERA;60;ND;ND;ND;1;52;0;ND;ND;ND;ND;40;56;ND;ND;0;2;TERRENO VEGETALE SABBIOSO;2;12;ARGILLE LIMOSO-SABBIOSE;12;60;SABBIE DI ORIGINE GRANITOIDE;;;;;;;;;;;;;;;;;;
16.004081;38.377261;177219;Calabria;REGGIO DI CALABRIA;TAURIANOVA;70;1993;70;7;2;30;10;65;5;ND;ND;50;70;58;65;0;20;TERRENO AGRARIO UMIFERO TENDENTE AL SILICEO;20;45;TERRENO CIOTTOLOSO FRIABILE;45;70;TERRENO MISTO DI SABBIA E BRECCIO;;;;;;;;;;;;;;;;;;
16.070469;38.406439;176626;Calabria;REGGIO DI CALABRIA;POLISTENA;97;1988;ND;0.5;2;0;45;77;20;ND;ND;ND;ND;20;35;0;1;HUMUS E TERRENO VEGETALE;1;4;ROCCIA GRANITICA;4;11;SABBIA GROSSOLANA;11;97;ARGILLA COMPATTA;;;;;;;;;;;;;;;
16.191106;38.494933;16559;Calabria;REGGIO DI CALABRIA;GALATRO;201;2005;ND;ND;3;60;0;120;0;190;0;ND;ND;ND;ND;0;5;MATERIALE DI COPERTURA E RIPORTO;5;60;UNITACOSTITUITA DA CONGLOMERATI SABBIOSI E SABBIA;60;150;CONGLOMERATO IN MATRICE SABBIOSA;150;184;ROCCIA CALCAREA;184;201;COMPLESSO DI ROCCE ACIDE BIOTITICHE, FRATTURATE;;;;;;;;;;;;
15.930181;38.58115;175791;Calabria;VIBO VALENTIA;NICOTERA;115;1994;5;5;2;30;15;100;15;ND;ND;ND;ND;8;30;0;3;TERRENO VEGETALE;3;13;GNEISS;13;100;ROCCIA GRANITICA;100;115;GHIAIA;;;;;;;;;;;;;;;
16.075469;38.398939;176758;Calabria;REGGIO DI CALABRIA;POLISTENA;60;2002;2.5;1.5;1;0.08;59.92;ND;ND;ND;ND;ND;ND;8;15;0;1.5;TERRENO VEGETALE;1.5;15;BRECCIA E GHIAIA;15;30;ROCCIA VIVA;30;45;SABBIA FINE;45;60;ARGILLA COMPATTA;;;;;;;;;;;;
15.996125;38.407094;16687;Calabria;REGGIO DI CALABRIA;RIZZICONI;50;ND;15;10;0;ND;ND;ND;ND;ND;ND;ND;ND;32;34.3;0;5;DEPOSITI CONTINENTALI CONGLOMERATICI, SABBIOSI E LIMOSI DI ORIGINE ALLUVIONALE E FLUVIALE. PRESENTANO PERMEABILITA ELEVATA.;5;50;DEPOSITI CONTINENTALI CONGLOMERATICI, SABBIOSI E LIMOSI DI COLORE ROSSASTRO ED ORIGINE ALLUVIONALE. PRESENTANO PERMEABILITA ELEVATA.;;;;;;;;;;;;;;;;;;;;;
16.027411;38.435319;176313;Calabria;REGGIO DI CALABRIA;CITTANOVA;106;1991;20;20;1;70;36;ND;ND;ND;ND;ND;ND;12;25;0;2;TERRENO VEGETALE;2;35;GHIAIA;35;70;ARGILLA;70;106;SABBIA E GHIAIA;;;;;;;;;;;;;;;
15.927217;38.56645;16772;Calabria;VIBO VALENTIA;NICOTERA;95;2006;1.4;0.95;1;85;5;ND;ND;ND;ND;70;90;10;88;0;5;TERRENO VEGETALE SABBIOSO - LIMOSO;5;20;ARENARIE E SABBIE COMPATTE CON LIVELLI LIMOSI;20;95;GRANITI - FRATTURATI E DEGRADATI [AL TETTO?];;;;;;;;;;;;;;;;;;
16.075181;38.583381;175748;Calabria;VIBO VALENTIA;MILETO;250;1995;13;10;1;210;40;ND;ND;ND;ND;200;250;150;180;0;5;TERRENO VEGETALE;5;200;ARGILLA;200;250;ROCCIA IN DISFACIMENTO;;;;;;;;;;;;;;;;;;
16.008531;38.3631;177169;Calabria;REGGIO DI CALABRIA;TAURIANOVA;272;1998;12;12;3;182;8;210;5;236;14;ND;ND;40;84;0;55;TERRENO MORBIDO SABBIOSO;55;170;CONGLOMERATO DI SABBIONE CEMENTATO;170;270;SABBIA CON STRATI DI GHIAIA;270;272;ARGILLA;;;;;;;;;;;;;;;
15.932578;38.402044;16566;Calabria;REGGIO DI CALABRIA;GIOIA TAURO;42;ND;4.5;4;1;22;20;ND;ND;ND;ND;ND;ND;20;24;0;1.6;LIMO SABBIOSO;1.6;42;DEPOSITO CONTINENTALI COSTITUITI DA LIVELLI SABBIOSI E SABBIOSO GHIAIOSI CON CIOTTOLI;;;;;;;;;;;;;;;;;;;;;
15.982689;38.399211;177211;Calabria;REGGIO DI CALABRIA;TAURIANOVA;60;1991;11;ND;1;35;25;ND;ND;ND;ND;ND;ND;30;39;0;1.5;TERRENO VEGETALE;1.5;20;STRATO ARGILLOSO;20;30;PIETRISCO E SABBIA;30;60;STRATO SABBIOSO;;;;;;;;;;;;;;;
16.07325;38.398661;176581;Calabria;REGGIO DI CALABRIA;POLISTENA;70;1988;0.5;0.5;2;0;30;31;39;ND;ND;ND;ND;10;30;0;1;HUMUS E TERRENO VEGETALE;1;4;ROCCIA GRANITICA;4;11;SABBIA GROSSA E FINA;11;70;ARGILLA COMPATTA;;;;;;;;;;;;;;;
15.935461;38.572819;175812;Calabria;VIBO VALENTIA;NICOTERA;106;1994;10;5;1;82.5;7.5;ND;ND;ND;ND;80;100;79.5;80;0;2.5;TERRENO VEGETALE;2.5;35;SABBIE A ARENARIE;35;106;GRANITO;;;;;;;;;;;;;;;;;;
16.024081;38.445319;176980;Calabria;REGGIO DI CALABRIA;ROSARNO;100;1992;8.58;6.5;1;68;27;ND;ND;ND;ND;ND;ND;28;30.2;0;5;TERRENO VEGETALE;5;60;STRATI SABBIOSI;60;68;STRATO ARGILLOSO;68;95;STRATO ROCCIOSO CON ACQUA;95;100;STRATO ARGILLOSO;;;;;;;;;;;;
16.056019;38.421161;176611;Calabria;REGGIO DI CALABRIA;POLISTENA;100;1992;6;5;1;0;95;ND;ND;ND;ND;ND;ND;17;30;0;1;HUMUS E TERRENO VEGETALE;1;10;ROCCIA VIVA;10;30;PIETRISCO E SABBIA;30;70;ARGILLA COMPATTA;70;100;ARGILLA MELMOSA SABBIOSA E FALDA ACQUIFERA;;;;;;;;;;;;
15.966861;38.424769;176880;Calabria;REGGIO DI CALABRIA;RIZZICONI;81;1992;7;ND;3;39;9;60;5;72;9;ND;ND;30;50;0;1.2;TERRENO VEGETALE;1.2;36;STRATO ARGILLOSO;36;49;PIETRISCO E SABBIA;49;69;STRATO ARGILLOSO;69;81;STRATO SABBIOSO;;;;;;;;;;;;
15.965181;38.567539;175651;Calabria;VIBO VALENTIA;LIMBADI;95;1993;10;8;2;20;10;60;30;ND;ND;ND;ND;40;60;0;4;TERRENO VEGETALE;4;30;CONGLOMERATI SABBIOSI;30;60;GRANITO ALTERATO;60;95;CALCARE ARENACEO;;;;;;;;;;;;;;;
16.067139;38.3931;176305;Calabria;REGGIO DI CALABRIA;CITTANOVA;92;2000;4;5;2;0;35;35;57;ND;ND;ND;ND;0;10;0;1.5;TERRENO VEGETALE;1.5;3;TERRENO INERTE;3;12;SABBIONE E GHIAIA;12;45;SABBIA FINE E LIMO;45;70;ARGILLA COMPATTA;70;90;MASSA CRETONATA;90;92;FALDA ACQUIFERA;;;;;;
16.124631;38.538661;175496;Calabria;VIBO VALENTIA;DINAMI;200;1996;6;6;2;160;2;175;1;ND;ND;ND;ND;80;140;0;4;TERRENO VEGETALE;4;60;SABBIOSO;60;130;CALCARE BIANCO;130;160;TUFO ARGILLOSO;160;200;ROCCIA;;;;;;;;;;;;
15.934361;38.396711;176409;Calabria;REGGIO DI CALABRIA;GIOIA TAURO;100;1992;8;ND;2;70;5;90;10;ND;ND;ND;ND;50;80;0;20;TERRENO VEGETALE;20;60;ARGILLA;60;100;SABBIA;;;;;;;;;;;;;;;;;;
16.09325;38.3956;177004;Calabria;REGGIO DI CALABRIA;SAN GIORGIO MORGETO;80;1991;5;4;1;0;80;ND;ND;ND;ND;ND;ND;30;40;0;2;HUMUS E TERRENO VEGETALE;2;20;PIETRAME SILICICO;20;60;SABBIONE E GHIIA;60;80;ARGILLA LIMOSA E ACQUA;80;80;FALDA ACQUIFERA;;;;;;;;;;;;
16.005469;38.393931;177059;Calabria;REGGIO DI CALABRIA;TAURIANOVA;42;ND;ND;1.7;1;36;0;ND;ND;ND;ND;ND;ND;36;40;0;10;TERRENO AGRARIO;10;15;TERRENO ARGILLOSO;15;32;TERRENO SABBIOSO;32;42;TERRENO GHIAIOSO;;;;;;;;;;;;;;;
15.966469;38.355619;16710;Calabria;REGGIO DI CALABRIA;TAURIANOVA;75;ND;5;2.8;2;10;25;50;25;ND;ND;ND;ND;8;11;0;2;TERRENO VEGETALE;2;10;GHIAIA E CIOTTOLI;10;25;GHIAIA E SABBIA;25;35;SABBIA CON LIVELLI ARENACEI;35;50;ARGILLA;50;75;SABBIA CON LIVELLI ARENACEI;;;;;;;;;
15.970461;38.446989;176963;Calabria;REGGIO DI CALABRIA;RIZZICONI;55;1987;8;6;0;ND;ND;ND;ND;ND;ND;ND;ND;45;48;0;20;TERRENO SILICEO;20;40;TERRENO TUFACEO;40;55;TERRENO GHIAIOSO;;;;;;;;;;;;;;;;;;
15.906667;38.601944;16762;Calabria;VIBO VALENTIA;JOPPOLO;101;2003;1;0.5;1;80;0;ND;ND;ND;ND;78;101;60;65;0;18;SABBIE PRESSATE;18;101;GRANITO;;;;;;;;;;;;;;;;;;;;;
15.935189;38.414761;176392;Calabria;REGGIO DI CALABRIA;GIOIA TAURO;60;1990;15;900;1;40;20;ND;ND;ND;ND;ND;ND;40;42;0;3;TERRENO VEGETALE;3;40;GHIAIA;40;60;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
16.025469;38.450331;177013;Calabria;REGGIO DI CALABRIA;ROSARNO;93;1994;15;900;1;48;45;ND;ND;ND;ND;ND;ND;9;34;0;2;TERRENO VEGETALE;2;22;PIETRISCO;22;48;ARGILLA;48;93;SABBIA E GHIAIA;;;;;;;;;;;;;;;
15.982681;38.5331;175624;Calabria;VIBO VALENTIA;LIMBADI;115;1992;13;13;2;94;3;100;3;ND;ND;ND;ND;86;94;0;1;TERRENO VEGETALE;1;90;SABBIA MISTA A CIOTTOLAME ROCC.;90;115;GRANITO;;;;;;;;;;;;;;;;;;
15.9674;38.53365;175808;Calabria;VIBO VALENTIA;NICOTERA;110;1993;15;13;2;50;20;90;20;ND;ND;0;110;40;60;0;20;TERRA;20;60;ARGILLA;60;110;GHIAIA;;;;;;;;;;;;;;;;;;
15.957681;38.539489;176289;Calabria;VIBO VALENTIA;NICOTERA;100;ND;10;ND;2;60;2;70;3;ND;ND;ND;ND;70;ND;0;5;STRATO VEGETALE;5;21;SABBIA E GHIAIA PLEISTOCENICA;21;71;SABBIE PLIOCENICHE;71;100;ARGILLE PLIOCENICHE;;;;;;;;;;;;;;;
16.088519;38.4031;176640;Calabria;REGGIO DI CALABRIA;POLISTENA;100;1991;7;6;1;0;100;ND;ND;ND;ND;ND;ND;20;40;0;2;TERRENO VEGETALE;2;25;SABBIA E GHIAIA;25;60;LIMO E SABBIA;60;80;ARGILLA E SABBIA;80;100;ARGILLA E FALDA ACQUIFERA;;;;;;;;;;;;
16.001861;38.380039;177166;Calabria;REGGIO DI CALABRIA;TAURIANOVA;80;1996;20;10;1;42;38;ND;ND;ND;ND;ND;ND;22;32;0;2;VEGETALE;2;10;ARGILLOSO;10;42;SABBIOSO;42;80;SABBIA E GHIAIA;;;;;;;;;;;;;;;
16.048519;38.404769;176323;Calabria;REGGIO DI CALABRIA;CITTANOVA;126;1991;7;6;1;0;126;ND;ND;ND;ND;70;126;25;35;0;2;HUMUS;2;20;PIETRAME SILICICO;20;60;SABBIONE E GHIAIA;60;80;ARGILLA LIMOSA IN PRESENZA DI ACQUA;80;126;FALDA ACQUIFERA;;;;;;;;;;;;
16.053519;38.40505;176343;Calabria;REGGIO DI CALABRIA;CITTANOVA;70;1988;6;6;1;0;70;ND;ND;ND;ND;ND;ND;12;24;0;1;HUMUS TERRENO VEGETALE;1;4;SABBIA;4;7;SABBIA GROSSA E FINA;7;11;ROCCIA GRANITICA;11;70;ARGILLA COMPATTA CRETONATA;;;;;;;;;;;;
15.9613;38.48755;176975;Calabria;REGGIO DI CALABRIA;ROSARNO;35;1988;20;20;1;15;20;ND;ND;ND;ND;ND;ND;9;9;0;10;MATERIALE ALLUVIONALE;10;15;ARGILLA;15;35;PIETRISCO CON CONGLOMERATI DI SABBIA;;;;;;;;;;;;;;;;;;
15.9774;38.552269;175604;Calabria;VIBO VALENTIA;LIMBADI;98;1991;6.6;6.6;1;60;38;ND;ND;ND;ND;ND;ND;60;70;0;4;TERRENO VEGETALE;4;50;CALCARE;50;98;GRANITO;;;;;;;;;;;;;;;;;;
15.982969;38.4156;177021;Calabria;REGGIO DI CALABRIA;RIZZICONI;65;1992;5;5;1;50;15;ND;ND;ND;ND;45;65;50;55;0;10;TERRENO AGRARIO UMIFERO, FERTILE E CANGIANTE FINE AL SILICEO;10;45;TERRENO SILICEO SENZA SCHELETRO GROSSOLANO E QUASI UNIFORME;45;65;TERRENO MISTO DI SABBIA E BRECCIO;;;;;;;;;;;;;;;;;;
16.088531;38.400881;176579;Calabria;REGGIO DI CALABRIA;POLISTENA;104;1990;7;6;2;0;42;43;61;ND;ND;ND;ND;30;60;0;2;TERRENO UMIFERO;2;20;PIETRA SILICEA;20;60;SABBIA E GHIAIA;60;104;ARGILLA LIMOSA E FALDA ACQUIFERA;;;;;;;;;;;;;;;
15.98435;38.554769;175574;Calabria;VIBO VALENTIA;LIMBADI;176;1994;ND;5;2;90;10;155;21;ND;ND;ND;ND;80;115;0;18;TERRENO VEGETALE;18;35;CALCARE;35;150;ARGILLA;150;176;ROCCIA FRANTUMATA;;;;;;;;;;;;;;;
16.01435;38.436711;177048;Calabria;REGGIO DI CALABRIA;RIZZICONI;160;1991;12;12;1;94;66;ND;ND;ND;ND;ND;ND;41;45;0;3;VEGETALE;3;94;SABBIONE;94;160;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
16.076031;38.387831;176354;Calabria;REGGIO DI CALABRIA;CITTANOVA;110;1991;12;10;2;0;30;30;80;ND;ND;ND;ND;25;40;0;1;HUMUS;1;5;ROCCIA VIVA;5;25;SABBIONE;25;70;GHIAIA;70;110;ARGILLA LIMOSA E FALDA ACQUIFERA;;;;;;;;;;;;
15.949631;38.520039;175827;Calabria;VIBO VALENTIA;NICOTERA;346;1997;7;5;2;170;10;276;70;ND;ND;276;346;220;290;0;20;SABBIA E GHIAIA ROSSASTRA;20;346;GRANITO BIOTITICO;;;;;;;;;;;;;;;;;;;;;
16.026019;38.557539;175845;Calabria;VIBO VALENTIA;SAN CALOGERO;208;1993;5.5;5;1;190;10;ND;ND;ND;ND;166;208;140;180;0;5;HUMUS;5;16;SABBIA;16;130;ROCCIA IN DISFACIMENTO;130;208;GRANITO;;;;;;;;;;;;;;;
16.046172;38.41175;16595;Calabria;REGGIO DI CALABRIA;POLISTENA;80;ND;8;7;0;ND;ND;ND;ND;ND;ND;ND;ND;35;37.7;0;7.5;DEPOSITI CONTINENTALI CONGLOMERATICI, SABBIOSI E LIMOSI DI ORIGINE ALLUVIONALE E FLUVIALE. PRESENTANO PERMEABILITA ELEVATA.;7.5;16;DEPOSITI CONTINENTALI CONGLOMERATICI, SABBIOSI E LIMOSI DI COLORE ROSSASTRO ED ORIGINE ALLUVIONALE. PRESENTANO PERMEABILITA ELEVATA.;16;80;DEPOSITI SABBIOSI E SABBIOSO SILTOSI, DI COLORE BRUNO CHIARO, DI CHIARA ORIGINE MARINA. LE PARTICELLE SONO A GRANA DA FINE A GROSSOLANA, QUESTO COMPLESSO PRESENTA PERMEABILITA ELEVATA.;;;;;;;;;;;;;;;;;;
16.041581;38.421711;176676;Calabria;REGGIO DI CALABRIA;POLISTENA;80;1990;6;5;2;0;30;31;49;ND;ND;ND;ND;15;30;0;1;TERRENO VEGETALE;1;10;ROCCIA VIVA;10;40;SABBIA GROSSA E GHIAIA;40;80;ARGILLA COMPATTA;;;;;;;;;;;;;;;
16.002131;38.445881;176948;Calabria;REGGIO DI CALABRIA;ROSARNO;93;1990;18.41;34.2;1;62;27;ND;ND;ND;ND;ND;ND;32;34.2;0;1.5;TERRENO VEGETALE;1.5;19;GHIAIA;19;41;ARENARIA;41;62;ARGILLA BIANCA;62;89;SABBIA CON ACQUA;89;93;ARGILLA BLU;;;;;;;;;
15.980189;38.445319;176841;Calabria;REGGIO DI CALABRIA;RIZZICONI;54;1991;15;15;1;26;28;ND;ND;ND;ND;ND;ND;ND;ND;0;2;VEGETALE;2;26;SABBIONE;26;54;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
15.957961;38.539489;175835;Calabria;VIBO VALENTIA;NICOTERA;100;1990;100;100;1;60;10;ND;ND;ND;ND;ND;ND;10;70;0;5;STRATO DI ALTERAZIONE SUPERFICIALE;5;60;ARGILLA SILTOSA GRIGIA;60;100;GRANITO BIOTITICO;;;;;;;;;;;;;;;;;;
16.317131;38.573669;153938;Calabria;VIBO VALENTIA;SERRA SAN BRUNO;45;2003;1.7;1.5;1;23;22;ND;ND;ND;ND;21;45;8;25;0;20;deposito di alterazione del granito;20;45;granito fratturato con filoni di quarzo;;;;;;;;;;;;;;;;;;;;;
16.046581;38.416989;176662;Calabria;REGGIO DI CALABRIA;POLISTENA;100;1990;7;6;1;0;100;ND;ND;ND;ND;ND;ND;20;40;0;2;TERRENO UMIFERO;2;25;SABBIA E GHIAIA;25;60;LIMO E E SABBIA;60;80;ARGILLA E SABBIA;80;100;ARGILLA ED ACQUA;;;;;;;;;;;;
16.065467;38.519931;16697;Calabria;REGGIO DI CALABRIA;SERRATA;43;ND;ND;21.7;1;6;0;ND;ND;ND;ND;ND;ND;5;5.6;0;1.5;STRATO DI ALTERAZIONE SUPERFICIALE;1.5;43;SABBIA E GHIAIA CON SOTTILI INTERCALAZIONI SILTOSO-ARGILLOSE;;;;;;;;;;;;;;;;;;;;;
15.964069;38.548931;175618;Calabria;VIBO VALENTIA;LIMBADI;100;1991;5;5;2;65;5;75;25;ND;ND;ND;ND;75;85;0;15;TERRENO VEGETALE;15;75;ROCCIA GRANITICA;75;100;SABBIA MEDIA;;;;;;;;;;;;;;;;;;
